rank	split_69001	split_69002	split_69003	split_69004	split_69005
2422	__Uqcrc1	__AW112010	HIVEP1	__Csk	__Slfn2
2423	__Sumo1	__Sumo1	__Morf4l1	__Ahcyl2	PRKCB
2424	TCF25	__Ass1	__Atp6v0e	EIF4EBP1	PRKX
2425	RASGRP1	HK1	HDAC7	__Pfdn1	NCOA3
2426	__Eif3d	RTRAF	__Hmgn2	__Snrpf	CKS2
2427	TMEM160	__Grhpr	__Chd2	NGLY1	__Rcsd1
2428	HDAC7	__Wdr26	__Slfn2	__Jmjd1c	ITGAL
2429	SELENOW	__Ncor1	BACH2	__Sept1	__Cst3
2430	MRPL20	AC090825.1	__Pfkl	__Cdkn2d	WDR83OS
2431	GSTK1	CAVIN3	CAVIN3	__Sfpq	CSNK1A1
2432	TIMM13	__Prpf40a	__Dapl1	JUNB	MDH1
2433	__Metap2	__Pcbp1	__Rcsd1	__Gimap1	__Mapkapk2
2434	SEC62	CYTH1	__Tap1	__Coro2a	IQGAP2
2435	POLR2L	__Srp9	NDUFB7	CHMP2A	__Psma3
2436	__Hilpda	__Ywhah	HERPUD1	WDR54	__Pafah1b1
2437	__Manf	__Slfn2	RPL7L1	TOP1	MRPL20
2438	RPL7L1	__Hilpda	__Srp72	__Ptbp3	__Serinc3
2439	__Wdr26	__Rpn2	GSTO1	HNRNPAB	GSTO1
2440	RNF145	STAG1	__Gimap1	ATP5F1A	EIF3A
2441	RNF187	__Csnk1a1	UQCRC1	__Suz12	__Rab2a
2442	__Fis1	LSM3	__Tesc	PARP1	__Ndufa11
2443	SNHG8	TMEM160	__Cst3	__Arih1	__Hdgf
2444	__Cct8	__Fam102a	TOP1	SF3B6	__Vasp
2445	__Atp6v0e	MRPL20	__Ndufc2	__Nipbl	CD48
2446	CLPP	SELENOW	__Mtdh	HNRNPM	__Aco2
2447	RNPS1	__Atp6v0e	ALDOC	TMEM65	YWHAZ
2448	__Ass1	IQGAP1	RDX	__Rangap1	__Arf1
2449	__Gimap1	__Kmt2e	__Srsf7	LAMTOR5	__Srsf5
2450	__Rrp1	RAMP1	CDKAL1	PUM2	__Tpm4
2451	PPP1R14B	RNPS1	GSTK1	SLC16A3	__Kmt2e
2452	NOL7	__Nhp2	__Atp5mpl	MAP4	__Asxl1
2453	NDUFB9	__Pfkl	NDUFA1	__Ube2m	MAF
2454	__Ndufc1	RNF187	PDCD5	__Vdac2	SIT1
2455	JTB	ILF2	__Tsn	__Prdx6	__Gpsm3
2456	__Csnk1a1	TIMM13	__Fermt3	__Nktr	FTX
2457	__Pold4	RPL7L1	__Tuba1a	__Slfn2	__Srebf2
2458	__Srsf5	NDUFB9	PSMC3	__Uqcr11	__Canx
2459	PHB2	CLPP	__Psma3	TNRC6B	__Gimap1
2460	__Fam102a	__Plekha2	TNFRSF1B	CST7	__Ier3ip1
2461	__Sept9	__Phc3	PSMA4	__Cuta	__Smchd1
2462	__Prpf40a	__Nsmce1	SIT1	HP1BP3	FURIN
2463	PRKDC	CD226	EIF3M	__Setx	__Tap1
2464	ZEB1	__Sin3b	__Cbx3	__Bst2	__Hmgn2
2465	__Cenpe	MRPL12	NDUFV1	NDUFV1	EXOC4
2466	MBD5	PIM1	__Cct8	__Atp6v1g1	__Psmd8
2467	__Tnfsf8	RDX	__Gpsm3	__Ndufa11	__Arid5a
2468	NDUFV1	SARS	__Ppp1r14b	SNHG8	__Taf10
2469	SKP1	__Manf	ITGAL	__Rfx7	SREBF2
2470	__Mtdh	__Gimap1	PPM1G	__Fasn	__Jak1
2471	CYTH1	__Mtdh	__Mapkapk2	__Atp6v0e	TNFRSF1B
2472	__Ndufb1-ps	JTB	__Smchd1	__Arid5a	__Cops9
2473	ITK	NOL7	PSMD4	NFAT5	__Hnrnpa0
2474	GSTO1	__Vars	ZCCHC7	PPM1G	ATP5ME
2475	LSM3	VMP1	SUPT3H	__Bnip3	GK
2476	MTRNR2L12	NDUFV1	__Prpf40a	__Kmt2e	PDCD5
2477	__Pcbp1	SKP1	RNF181	__Rab2a	RDX
2478	__Tsn	CANX	__Tmem234	__Gimap3	NDUFV1
2479	__Kmt2e	__Fis1	__Asxl1	__Tra2b	RSL1D1
2480	__Ywhah	__Rrp1	GRK3	__Atp5mpl	PGAP1
2481	STAG1	__Cct8	VCP	RAMP1	SUPT3H
2482	__P4hb	ASH1L	__Sars	PSMC5	PDAP1
2483	SARS	MRPS21	NCOA3	__Zcchc7	PRKCH
2484	CANX	__Cenpe	__Pycard	__Zap70	__Ndufc2
2485	__Spc24	IRF4	__Socs1	TK1	__Atp6v0e
2486	__Srp9	TIMP1	__Tent5a	KMT2A	__Ube2v1
2487	AC090825.1	HMGCS1	__Hilpda	__Mdh1	MRPS21
2488	AHRR	__R3hdm1	RAMP1	__Cyfip2	HIVEP1
2489	__Rbbp7	GSTK1	__Hcls1	CARD11	NDUFB7
2490	__Phc3	EIF3I	SNRPA	CD52	SNHG8
2491	IQGAP1	DDX18	__Tmem258	DGUOK	__Anp32e
2492	C19orf48	PRKY	PGAP1	__Xbp1	EIF3M
2493	__Cdca3	ATP5ME	__Ddx24	NOP58	__Sept9
2494	EIF3I	TNFAIP3	FDFT1	__Hdgf	__Rasgrp1
2495	ATP5PB	__Pold4	RABGAP1L	MRPS34	PSMC5
2496	PTPN7	__Eif3d	__Nono	PAK2	__Cd82
2497	__Psma3	__Tsn	__Tax1bp1	IFI16	SRRM1
2498	MTFP1	__Cops9	DGKI	__Erp29	CD53
2499	IRF4	ENSA	__Tpm4	__Rbbp7	__Rbm25
2500	BZW1	GSTO1	__Canx	__Ddx24	CDKAL1
2501	__Plekha2	__Rbbp7	__Sdhb	NHP2	GRAMD1B
2502	__Arid5a	DOCK2	__Rangap1	GK	__Tmed10
2503	__Prkar1a	HSPA9	__Pvt1	PSIP1	__Ndufb1-ps
2504	BSG	C19orf48	__Nol7	__Trip12	__Gimap3
2505	CD226	__Prkar1a	__Vps28	LINC02341	__Nol7
2506	PLP2	RHOH	EIF3A	MRPL20	GHITM
2507	SQSTM1	SQSTM1	__Gm8369	__Mrpl52	__Tuba1a
2508	RGS10	__Fabp5	SQSTM1	ELL2	KLF6
2509	RDX	AHRR	__Anp32e	RSL24D1	__Rbbp7
2510	__Mrpl52	__Spc24	__Kmt2e	ST8SIA4	__Pycard
2511	HMGCS1	__P4hb	__Tecpr1	__Pafah1b1	TMPO
2512	ENSA	RGS10	__Rbbp7	__Nsd2	__Hspd1
2513	RAP1B	__Cdca3	SLC38A1	NFKB1	WDR54
2514	ASH1L	MPHOSPH8	SF3B6	__Nono	TIMP1
2515	__Tecpr1	__Zbtb20	TOMM20	__Eif4h	LINC02341
2516	__Pycard	MBP	TMPO	__Psma4	__Hilpda
2517	BANF1	__Arid5a	SELENOW	ARID1B	DDX21
2518	FDFT1	BZW1	KMT2C	DUSP4	SF3B6
2519	MPHOSPH8	DIAPH3	WDR54	__Pa2g4	PARP1
2520	MBP	MTFP1	GNG2	CEP85L	__Morf4l1
2521	PSMD7	PHB2	__Pfdn1	PAICS	ARID4B
2522	RHOH	BSG	__Arid5a	OSBPL3	TBC1D5
2523	__Gpsm3	BCL11B	__Gimap3	TPX2	WASF2
2524	__Gimap3	PLP2	WIPF1	LINC01588	PIM1
2525	PRKY	FDFT1	__Cenpe	SQSTM1	RABGAP1L
2526	HSPA9	__Birc6	MRPL20	UXT	RNF181
2527	__Prmt1	__Vdac1	__Prkar1a	P4HA1	RGS10
2528	MRPS26	__Srsf11	GNB1	ITPR2	__Clcn3
2529	PSMB7	EIF3A	__Gpr132	CD70	GNB1
2530	HERPUD1	CD53	__AW112010	DRAP1	ZCCHC7
2531	VMP1	__Cox7b	__Psmd8	WDR83OS	EIF4EBP1
2532	PSMC3	__Msn	__Rasgrp1	__Klf13	CISH
2533	__Hspd1	ATP5PB	PNISR	WASF2	SNRPA
2534	__Tuba1a	STAT1	CYC1	__Pik3cd	__P4hb
2535	__Cish	__Nono	ARID4B	SF3B2	TOMM20
2536	EIF3A	PICALM	__Cdkn2d	GPHN	HK1
2537	__Aco2	BANF1	__Jak1	__Ptbp1	PTPN7
2538	DOCK2	PSMB7	PDAP1	__Psme2	TAX1BP1
2539	PICALM	__Sept9	DDX17	__Gmfg	__Pfdn1
2540	__Srsf11	__Ctla4	BCL2L1	KTN1	TLE5
2541	PTPRJ	CSDE1	__Atp5md	__Tnrc6b	CAMK4
2542	ATP8B4	__Tecpr1	__Prmt1	CSNK1A1	MICAL2
2543	PIM1	__Ckb	RSL24D1	SRM	__Sdhb
2544	MRPS21	PTPN7	__P4hb	__Cst3	__AW112010
2545	__Zbtb20	RAP1B	TIMP1	SQOR	SQSTM1
2546	RALY	__Ccr7	MORF4L1	__Hspd1	__Tes
2547	CSDE1	HERPUD1	TLE5	SIK3	SNX9
2548	WDR54	DDX24	MICAL2	ARL6IP4	__Snrnp70
2549	DDX18	PTPRJ	CAMK4	__Hilpda	__Hcls1
2550	__Nfkb1	__Aco2	CANX	SSBP1	WIPF1
2551	NFATC3	NDUFB7	__Atp6v1g1	__Sars	KMT2C
2552	BCL11B	RIPOR2	PRKCH	TBL1XR1	__Phb2
2553	NDUFB7	__Nfkb1	SRRM1	__Tmem258	PHB2
2554	__Birc6	__Gimap3	__Sept9	TIMP1	BCL2L1
2555	__Nono	SMCHD1	DDX21	TNFRSF1B	MORF4L1
2556	__Vdac1	PSMD7	UQCRQ	__Kif11	MRPS26
2557	H1FX	NFATC3	__Ube2v1	__Tes	__Fermt3
2558	__R3hdm1	MLLT3	__Fis1	__Tmem160	SELENOW
2559	CD53	__Psma3	__Snrpf	EXT1	SLC38A1
2560	__Psmd8	RALY	SNX9	DDX24	__Dapl1
2561	RFTN1	__Pycard	__Phb2	__Sept9	ALDOC
2562	TNFAIP3	__Zc3hav1	__Snrnp70	__Psmb6	__Vars
2563	__Vps28	__Setd5	MBD5	__Gnb1	__Cish
2564	RIPOR2	__Rap1a	__Ctla4	BNIP3L	AUH
2565	STAT1	__Tuba1a	ASPM	__Fnip1	DDX24
2566	__Ccr7	H1FX	LINC02341	TCP1	CDC37
2567	__Psmb5	RFTN1	__Cd82	__Tax1bp1	ECH1
2568	__Ctla4	HNRNPU	__Dynlrb1	__Ubald2	__Npm3
2569	__Ndufc2	FAM107B	TRAPPC5	__Sept7	GNG2
2570	MLLT3	DDT	__Ndufs6	TRAPPC5	__Gm8369
2571	PSMA4	LSM14A	__Csnk1a1	EZH2	TCP1
2572	CKS2	__Hspd1	__Zc3hav1	TAX1BP1	__Cdc20
2573	NUDT1	__Prmt1	HNRNPU	__Mbd5	CENPF
2574	__Msn	__Cish	DGUOK	__Prkch	DDX17
2575	__Egln1	LINC02341	CDC37	EIF5B	__Coro2a
2576	__Gimap6	__Tomm7	__Vdac1	__Wipf1	AL136962.1
2577	__Zc3hav1	NUDT1	DDX24	__Cdc25b	ZBTB32
2578	LINC02341	__Egln1	DDT	__P4hb	NOP58
2579	__Samhd1	PSMC3	CST7	__Tesc	__Ndufs6
2580	DIAPH3	__Gpsm3	RYBP	TPR	__Slc2a3
2581	TRAPPC5	__Ndufc2	__Clcn3	NCOA3	PCBP2
2582	__Rap1a	SF3B6	__Coro2a	USP34	__Socs1
2583	SF3B6	__Hnrnpab	GHITM	EIF4H	ANXA11
2584	PEBP1	CYFIP2	CCT5	__Dnaja1	__Eif4h
2585	NDUFAB1	WDR54	RSL1D1	FURIN	MBP
2586	__Ssr4	__Leprotl1	PCBP1	RPS6KA5	TRAPPC5
2587	__Cops9	PSMA4	HK1	GRK2	__Csnk1a1
2588	SMCHD1	__Lmnb1	__Ubald2	__Ndufs5	__Id2
2589	__Ndrg1	__Samhd1	AUH	__Ankrd17	__Nono
2590	ARPC5L	TAX1BP1	LINC01588	__Rexo2	__Cdkn2d
2591	PSMC5	__Gimap6	PRKX	__Cish	__Ncor1
2592	TAX1BP1	__Hjurp	PSMC5	__Zc3hav1	__Prkar1a
2593	__Cox7b	__Ndrg1	CAB39	RAPGEF1	GRK3
2594	__Lmnb1	__Pak2	PTPN7	CD48	LUC7L3
2595	LSM14A	STAT5A	PHB2	SREBF2	PDIA6
2596	__Ube2v1	UQCRC1	__Hspd1	SLC38A2	__Enah
2597	__Pfdn1	__Vps28	__Taf10	ERO1A	__Dnaja1
2598	ATP5ME	__Itgb3	__Cish	__Tgfb1	__Ctla4
2599	PDAP1	__Socs1	ANXA11	CCR7	__Kcnn4
2600	UQCRC1	__Pfdn1	EIF5A	__Ndufs7	RSL24D1
2601	STAT5A	__Dnaja1	PRKDC	__Prkar1a	PEBP1
2602	__Hnrnpab	IMMP2L	TBC1D5	MRPS26	__Ndufs7
2603	__Setd5	HSPB1	ECH1	__Plp2	__Zc3hav1
2604	PPA1	PPA1	__Tmed10	CCT4	RHOH
2605	__Rock1	MDH1	RHOH	EIF5A	NDUFAB1
2606	__Leprotl1	MRPS26	__Larp1	PPP1CA	PPA1
2607	HNRNPU	__Atrx	LAMTOR5	__Ndufa4	DGUOK
2608	DDT	__Hcls1	__Uqcr11	__Serinc3	PCBP1
2609	__Ndufs7	SIT1	__Rap1b	__AW112010	__Tmem160
2610	__Sf3b5	__Anp32e	IRF4	TOMM6	__Fis1
2611	__Snu13	__Psmb5	BCL11B	__Gna13	__H2-Ab1
2612	DDX24	__Psmd8	TAX1BP1	GTDC1	MRPS34
2613	MDH1	DENND4A	__Cox7b	__Ssu72	MBD5
2614	CYFIP2	TRAPPC5	__Dnaja1	__Akr1a1	__Sept7
2615	SIT1	__Vasp	ATF4	PSMB10	PAICS
2616	__Dnaja1	CKS2	__Hnrnpc	CSNK2B	PRKDC
2617	__Ndufb9	__Rock1	__Slc2a3	ARID4B	CANX
2618	PSMD4	PDAP1	NOP58	__Fnbp1	__Rbm8a
2619	__Itgb3	__Snu13	PAICS	__Cblb	PSIP1
2620	CCM2	SATB1	EIF4EBP1	__Srebf2	NHP2
2621	__Hjurp	CISH	CHMP2A	SELENOW	CHMP2A
2622	DENND4A	ARPC5L	LUC7L3	__Tent5a	__Psma4
2623	HSPB1	ATP8B4	__Ndufs5	ESYT2	GPSM3
2624	WASF2	PEBP1	PRKY	PPA1	__Cbx3
2625	__Tnfaip8	__Il2rg	FOXO1	BATF3	PMAIP1
2626	__Hcls1	__Atp5mpl	COMMD6	LY6E	__Hnrnpc
2627	CISH	PSMD4	__Enah	__Snx3	__Mrpl52
2628	ZBTB32	__Tnfaip8	__Ckb	__Tap1	__Dynlrb1
2629	__Atrx	EIF3M	NUDT1	__Slc25a5	__Larp1
2630	__Socs1	SLIRP	__Rap1a	COX7B	__Ndufb9
2631	__Vasp	RSL24D1	BZW1	SFMBT2	SSBP1
2632	GHITM	__Ndufb9	__Bnip3	PTPN7	RYBP
2633	RSL24D1	__Ube2v1	CSDE1	__Ctla4	WAC
2634	CYC1	__Ssr4	AL136962.1	XRCC6	__Atp6v1g1
2635	EIF3M	PSMC5	__Eif4h	LIMD2	LAMTOR5
2636	FAM107B	__Sf3b5	WAC	ZBTB32	__Rap1a
2637	SATB1	WASF2	CD226	__Smchd1	BHLHE40
2638	TCP1	BIRC6	__Id2	RAB8B	RAD21
2639	__Anp32e	CCM2	__Ndufb9	C4orf3	BZW1
2640	__Tpm4	DDX21	__Sept7	__Zfas1	__Rap1b
2641	__Ubald2	__Ier3ip1	WASF2	CENPF	__Ubald2
2642	IMMP2L	GHITM	__Ncor1	MAP2K2	__Psmb5
2643	EIF4EBP1	CYC1	PPA1	NDUFAB1	NUDT1
2644	__Tmem160	PNISR	__H2-Ab1	ARF1	NUDC
2645	CCT5	__Set	MRPS26	__Hnrnpd	HNRNPU
2646	__Pak2	NDUFAB1	MBP	ITGAL	FOXO1
2647	__Phb2	ZBTB32	__Tgfb1	__Ndufb9	__Ckb
2648	__Bcl11b	TRAF3	UXT	STK17B	SATB1
2649	RAD21	PPP1R14B	__Fnbp1	CCL5	ARPC5L
2650	__Mrps16	__Bcl11b	__Snx3	CNBP	BCL11B
2651	__Cct2	__Ndufs7	SATB1	PHTF2	VDAC3
2652	__Set	__Atp6v1g1	__Tmem160	WNK1	CST7
2653	__Tes	ANKRD11	__Kcnn4	__Gphn	AHRR
2654	VCP	__Ubald2	__Rbm25	__Arpc5	__Nfkb1
2655	__Sdhb	__Tes	RASGRP1	__Gimap4	STAT1
2656	__Eif4h	__Mrps16	__Npm3	DLEU2	__Atrx
2657	BIRC6	__Tpm4	ANKRD17	__Jarid2	CAB39
2658	__Il2rg	__Cdkn2d	__Ap2s1	PHB2	HNRNPM
2659	PNISR	TCP1	ZBTB32	__Capza1	__Ndufa3
2660	DOCK8	DOCK8	PDIA6	__Canx	RFTN1
2661	NOP58	NOP58	TCP1	UBR5	LINC01588
2662	CD96	RAD21	__Ndufs7	__Ube2l3	ANKRD17
2663	__Atp6v1g1	VCP	__Chmp2a	HNRNPU	__Mdh1
2664	__Ablim1	__Ablim1	__Psmb5	__Jak1	__Bnip3
2665	DGUOK	CD96	IFI16	PMAIP1	CSDE1
2666	__Atp6v1f	DGUOK	GPSM3	UQCR10	__Ssu72
2667	DDX21	__Sept7	__Tes	__Snrpd3	BNIP3L
2668	PAICS	__Nol7	__Atp11b	PRKCB	DYNLL1
2669	__Nol7	PDCD5	AHRR	VDAC3	__Samhd1
2670	SNRPA	__Sdhb	NHP2	YWHAZ	POLR2E
2671	MDM2	MDM2	NDUFAB1	MAF	ST13
2672	__Tmem234	TAF15	NINJ1	NDUFB4	__Birc6
2673	__Sept7	WWOX	__Samhd1	IQGAP2	__Fabp5
2674	PMAIP1	__Tmem160	ASH1L	__Rasgrp1	IFI16
2675	VDAC3	PAICS	COX7B	__Fis1	__Pold4
2676	TRAF3	CCT5	STAT1	__Hk2	PRKY
2677	__Coro2a	__Phb2	__Rbm8a	TMED9	CALR
2678	PDCD5	__Morf4l1	VMP1	__Rcsd1	__Bcl11b
2679	__Prrc2c	__Coro2a	__Pold4	__Plcl2	DDT
2680	SLIRP	SNRPA	BNIP3L	BACH2	MIB1
2681	__Ddx39b	__Ndufa3	TNFAIP3	CCT3	NINJ1
2682	IER2	EIF4EBP1	__Birc6	__Rap1a	__Srrm1
2683	ANKRD11	GNAI2	SLC1A5	CIRBP	__Slc16a3
2684	__Cdkn2d	__Eif4h	__Akr1a1	__Eif3i	__Ube2l3
2685	__Tomm7	__Cox17	ST13	SATB1	__Ndrg1
2686	__Ier3ip1	__Srrm1	__Mrps16	__Psmb5	__Snx3
2687	WWOX	LINC01588	__Sf3b5	CD81	TOMM6
2688	FUT7	__Maml3	__Vars	__Junb	CD70
2689	TBC1D22A	__Hmgn2	__Leprotl1	__Psma2	__Tnfaip8
2690	__Tgfb1	__Rtf1	__S100a11	RHOH	__Setd5
2691	TUBA1C	RNF181	KLF6	__Csnk1a1	RASGRP1
2692	__Tmed10	NDUFA1	__Fabp5	DDT	SIPA1L1
2693	CST7	__Nucks1	IQGAP1	__Micos10	CD96
2694	__Hmgn2	CD6	UQCR10	__Nudc	__Vdac1
2695	DYNLL1	__Atxn1	__Setd5	FTX	CSNK2B
2696	__Sema4d	__Ndufs5	PARP1	ZNF282	ZEB1
2697	__Eif3i	__Tmed10	SIPA1L1	SARAF	IQGAP1
2698	__Atxn1	__Impa2	__Lmnb1	__Chd2	ASH1L
2699	__Gabarap	SRRM1	__Ssu72	WIPF1	CYTH1
2700	__Rtf1	__Tmem234	__Psma4	__Lrrc8c	__Tomm7
2701	__Impa2	TBC1D22A	__Atp6v1f	CANX	__Chmp2a
2702	LAMTOR5	CST7	HMGCS1	DGKI	CD226
2703	GNAI2	EIF4B	__Msn	__Ndufa6	__Atp5mpl
2704	__Maml3	__Kansl1	__Pa2g4	NOP10	__Tgfb1
2705	__Mrpl30	__Cct2	ZEB1	CBX3	PSMB10
2706	CDC37	__Atp6v1f	CD96	HK1	IER2
2707	NDUFC2	__Sema4d	TAF15	TAF1D	NDUFA1
2708	__Snx3	VDAC3	AC090825.1	__Smdt1	STAG1
2709	__Ssu72	__Ddx39b	MIB1	__Srrm1	__Gmfg
2710	CD6	__Snx3	RFTN1	UBE2I	__Atp11b
2711	LINC01588	__Dapl1	__Hnrnpab	NUDT1	__Sf3b5
2712	RNF181	__Prrc2c	__Eif3i	__Snhg1	CCT4
2713	NHP2	LAMTOR5	__Gimap4	GNG2	__Macf1
2714	__Atp5mpl	CDC37	__Cdc20	__Tmbim6	__Tmed9
2715	__Morf4l1	__Fnbp1	VDAC3	NSD3	__Lmnb1
2716	__Nucks1	__Tmem258	ARPC5L	EXOC4	__Cmss1
2717	TAF15	COX7B	CYTH1	__Nfkbia	__Ap2s1
2718	__Cd82	NDUFC2	CSNK2B	PEBP1	__Pa2g4
2719	__Ube2l3	FUT7	MRPS34	__Banf1	__Socs2
2720	__Dapl1	NHP2	PEBP1	CYCS	__Ndufs5
2721	CHMP2A	__Gabarap	__Macf1	MICAL2	HIST1H4C
2722	__Rhoa	SSH2	SMCHD1	__Prdx5	__Eif3i
2723	SRRM1	__Tgfb1	__Ube2l3	ZCCHC7	__Cct2
2724	SSBP1	__Ssu72	__Atrx	__Ube2d3	__Cox17
2725	ANXA11	MYH9	NDUFB4	__Vdac1	FUT7
2726	__Psma4	__Fermt3	SSBP1	__Cbx3	__Fnbp1
2727	__Aprt	ANXA11	SQOR	DYNLL1	COX7B
2728	__Srrm1	__Hnrnpc	ITK	MBP	CCT3
2729	EIF4B	__Snrnp70	__Ndrg1	BCL2L1	__Atp6v1f
2730	MYH9	__Rhoa	CD70	ATP5MPL	SMCHD1
2731	__Ndufs5	__Bnip3	STAG1	PFDN2	CD6
2732	HNRNPD	PMAIP1	PSIP1	CAP1	__Psmb6
2733	C9orf16	LUC7L3	EIF4B	TRAPPC1	IRF4
2734	__Ankrd11	IER2	SARAF	TRMT112	RIPOR2
2735	__Hnrnpc	CDC42SE2	TOMM6	ARPC5L	VMP1
2736	PARP1	__Mtpn	__Zbtb20	GNB1	__Rp9
2737	COX7B	__Gm8369	__Nfkb1	BCL11B	__Akr1a1
2738	__Fnbp1	PARP1	GRAMD1B	DARS	NDUFC2
2739	__Bnip3	PCBP2	POLR2E	__Prr13	TAF15
2740	LUC7L3	__Ndufs6	__Zfas1	__Fut8	DOCK2
2741	CDC42SE2	__Cd82	__Ndufa4	__Atp6v1f	__Ddx39b
2742	__Snrnp70	DYNLL1	NFATC3	UCP2	__Cox7b
2743	SSH2	SLC8A1-AS1	__Gmfg	UBXN4	HMGCS1
2744	__Ndufa3	CHMP2A	HNRNPM	CDKAL1	SURF4
2745	SSR4	__Arf1	CIRBP	SNX9	CCM2
2746	__Hnrnpu	__Hnrnpu	__Set	TRAF1	UQCRQ
2747	__Gpr132	__Mt2	__Mdh1	PSME2	__Msn
2748	SURF4	__Atp5md	CYFIP2	SRSF11	CYFIP2
2749	__Kansl1	__Pde3b	TAF1D	NDUFC2	ATF4
2750	__Fermt3	CD109	__Tmed9	__Cnbp	SARAF
2751	__Pde3b	__Gpr132	DOCK2	__Hnrnpa0	PTPRJ
2752	__Mtpn	CALR	__Atp5g1	__Cdk2ap2	AC090825.1
2753	__Arf1	__Eif3i	RIPOR2	SLC3A2	__Atp5md
2754	TOMM6	__Ankrd11	__Hk2	__Atp5k	LIMD2
2755	PDE3B	PCBP1	NDUFC2	PRKCH	LY6E
2756	AURKAIP1	BNIP3L	PTPRJ	CKLF	NSD3
2757	__Gm8369	SSBP1	__R3hdm1	KMT2C	__Snu13
2758	ARPC5	__Ube2l3	__Srrm1	__Mapkapk2	__Leprotl1
2759	MRPS34	HNRNPD	RAD21	__Atrx	__Mrps16
2760	__Mt2	CFLAR	NSD3	PSMB6	NFATC3
2761	__Ndufs6	IFI16	__Slc16a3	PCNA	__Phc3
2762	__Gimap4	MORF4L1	CD6	SLC38A1	__Rock1
2763	BHLHE40	SURF4	DARS	RAD21	UBE2I
2764	PCBP2	__Psma4	__Sept1	__Pvt1	__Gimap4
2765	__Cox17	UQCR10	KTN1	__Asxl1	ARPC5
2766	CFLAR	C9orf16	DUSP4	HIVEP1	KTN1
2767	ALDOC	__Gimap4	__Ube2d3	MED13L	UXT
2768	CSNK2B	AAK1	__Arpc5	RABGAP1L	__Arpc5
2769	BNIP3L	__Mrpl30	__Hnrnpu	__Hnrnpu	__Zbtb20
2770	__H2-Ab1	TOMM6	__Cct2	__Raly	KCNAB2
2771	EIF5A	__Srsf2	__Snu13	UBL5	__Impa2
2772	NME1	__Sod1	__Bcl11b	CD96	__Hnrnpu
2773	MORF4L1	ARPC5	__Socs2	EIF3E	__R3hdm1
2774	NDUFA1	CSNK2B	PMAIP1	__Clcn3	PSMB6
2775	__Smdt1	CHD2	LY6E	__Vars	__Nudc
2776	__Akr1a1	ALDOC	__Impa2	MBD5	__Prdx5
2777	SLC8A1-AS1	__Rbm25	DENND4A	NCL	RAP1B
2778	SARAF	PDE3B	__Ddx39b	GLS	NME1
2779	CALR	SARAF	SURF4	__Cox7b	CIRBP
2780	PCBP1	NSD3	UBE2I	__Sf3b5	SQOR
2781	__Il4ra	PSIP1	CCM2	MTHFD2	ITK
2782	NSD2	TAF1D	NUDC	__Ncor1	WWOX
2783	CD109	BHLHE40	__Phc3	TAF15	__Fam102a
2784	PSIP1	__Akr1a1	PSMB10	KCNAB2	TPR
2785	__Srsf2	__Ndufa7	__Psmb6	__Cct2	__Uqcr11
2786	NSD3	DARS	ATP5MPL	SMC4	SLC16A3
2787	PDIA6	MRPS34	__Tnfaip8	__Samhd1	__Ndufa4
2788	__Sod1	TUBA1C	__Arpp19	DDX17	__Ube2d3
2789	SEPTIN6	__Setbp1	__Smdt1	CSDE1	PSMA2
2790	PDE4D	SSR4	__Fam102a	TLE5	__Atxn1
2791	LAMTOR4	NSD2	__Ndufa7	VDAC2	__Smdt1
2792	__Nudc	__Aprt	RAP1B	__Mrps16	__Anapc5
2793	__Ube2d3	PDIA6	__Prdx5	__Atpif1	CNBP
2794	CD70	__Uqcr11	__Nudc	IER2	TRAF1
2795	ECH1	__Il4ra	DIAPH3	SNRPG	__Atp5g1
2796	CIRBP	__H2-Ab1	C9orf16	SUPT3H	MLLT3
2797	__Hmgcs1	EIF5A	IER2	PGAP1	__Sema4d
2798	CIB1	ECH1	__Srsf2	BZW1	SEPTIN6
2799	IGFLR1	UXT	BIRC6	SURF4	DUSP4
2800	UBE2I	__Pa2g4	CCT4	TBC1D5	__Sept1
2801	__Pa2g4	__Ube2d3	UBL5	__Ckb	EIF5A
2802	__Rbm25	__Hmgcs1	__Polr1d	GARS	ATP5F1A
2803	GPSM3	__Dynlrb1	NOP10	__Pomp	DENND4A
2804	__Ppdpf	SEPTIN6	ARL6IP4	CAMK4	__Mrpl30
2805	__Timm13	UBE2I	MLLT3	RHOG	DARS
2806	CHD2	IGFLR1	__Psma2	LINC01871	ARL6IP4
2807	UQCR10	__Smdt1	__Plp2	__Impa2	TNFAIP3
2808	VDAC2	LAMTOR4	CFLAR	NME1	TAF1D
2809	__Tmem258	CIRBP	__Cmss1	__Ndrg1	UQCR10
2810	__Polr1d	__Ndufb11	VDAC2	__Ddx39b	NDUFA6
2811	__Mdh1	PDE4D	DYNLL1	LMAN1	DOCK8
2812	__Atp5md	__Nudc	ANKRD11	PRKY	DIAPH3
2813	PSMB10	__Prdx5	__Rock1	COX17	VDAC2
2814	TAF1D	__Nsa2	SSR4	ACAP1	__Psma2
2815	IFI16	AURKAIP1	TRAF1	__Rap1b	__Hnrnpab
2816	__Ndufb11	__Arpc5	NDUFA6	__Ifi27	CYCS
2817	__Dynlrb1	__Polr1d	CNBP	ASPM	__Il4ra
2818	__Cdc20	__Nras	__Lnpep	MTDH	__Ablim1
2819	LY6E	VDAC2	LAMTOR4	TOMM20	MTDH
